Model,MSO4104B
Firmware Version,3.20

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,4e-07
Horizontal Delay,-4.5e-08
Sample Interval,2e-10
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.005
Vertical Position,-3.34
,
,
,
Label,
TIME,CH1
-9.861200e-06,-0.0023
-9.861000e-06,0.0001
-9.860800e-06,0.0021
-9.860600e-06,0.0023
-9.860400e-06,0.0011
-9.860200e-06,-0.0015
-9.860000e-06,-0.0023
-9.859800e-06,-0.0005
-9.859600e-06,0.0017
-9.859400e-06,0.0033
-9.859200e-06,0.0029
-9.859000e-06,0.0001
-9.858800e-06,-0.0023
-9.858600e-06,-0.0019
-9.858400e-06,0.0007
-9.858200e-06,0.0031
-9.858000e-06,0.0029
-9.857800e-06,0.0003
-9.857600e-06,-0.0019
-9.857400e-06,-0.0019
-9.857200e-06,0.0001
-9.857000e-06,0.0029
-9.856800e-06,0.0033
-9.856600e-06,0.0015
-9.856400e-06,-0.0013
-9.856200e-06,-0.0021
-9.856000e-06,-0.0009
-9.855800e-06,0.0017
-9.855600e-06,0.0023
-9.855400e-06,0.0019
-9.855200e-06,-0.0003
-9.855000e-06,-0.0019
-9.854800e-06,-0.0007
-9.854600e-06,0.0011
-9.854400e-06,0.0021
-9.854200e-06,0.0027
-9.854000e-06,0.0009
-9.853800e-06,-0.0011
-9.853600e-06,-0.0011
-9.853400e-06,-0.0001
-9.853200e-06,0.0015
-9.853000e-06,0.0027
-9.852800e-06,0.0019
-9.852600e-06,-0.0003
-9.852400e-06,-0.0017
-9.852200e-06,-0.0011
-9.852000e-06,0.0011
-9.851800e-06,0.0029
-9.851600e-06,0.0023
-9.851400e-06,0.0003
-9.851200e-06,-0.0013
-9.851000e-06,-0.0011
-9.850800e-06,0.0001
-9.850600e-06,0.0015
-9.850400e-06,0.0021
-9.850200e-06,0.0011
-9.850000e-06,-0.0007
-9.849800e-06,-0.0011
-9.849600e-06,-0.0005
-9.849400e-06,0.0015
-9.849200e-06,0.0025
-9.849000e-06,0.0017
-9.848800e-06,0.0003
-9.848600e-06,-0.0007
-9.848400e-06,-0.0003
-9.848200e-06,0.0007
-9.848000e-06,0.0017
-9.847800e-06,0.0019
-9.847600e-06,0.0009
-9.847400e-06,-0.0007
-9.847200e-06,-0.0013
-9.847000e-06,0.0001
-9.846800e-06,0.0009
-9.846600e-06,0.0017
-9.846400e-06,0.0013
-9.846200e-06,0.0003
-9.846000e-06,-0.0005
-9.845800e-06,-0.0003
-9.845600e-06,0.0003
-9.845400e-06,0.0013
-9.845200e-06,0.0011
-9.845000e-06,0.0009
-9.844800e-06,-0.0005
-9.844600e-06,-0.0005
-9.844400e-06,0.0001
-9.844200e-06,0.0011
-9.844000e-06,0.0017
-9.843800e-06,0.0011
-9.843600e-06,0.0003
-9.843400e-06,-0.0007
-9.843200e-06,-0.0009
-9.843000e-06,0.0003
-9.842800e-06,0.0011
-9.842600e-06,0.0013
-9.842400e-06,0.0001
-9.842200e-06,-0.0003
-9.842000e-06,-0.0003
-9.841800e-06,0.0005
-9.841600e-06,0.0011
-9.841400e-06,0.0009
-9.841200e-06,0.0007
-9.841000e-06,0.0005
-9.840800e-06,-0.0003
-9.840600e-06,-0.0003
-9.840400e-06,0.0001
-9.840200e-06,0.0007
-9.840000e-06,0.0013
-9.839800e-06,0.0007
-9.839600e-06,-0.0001
-9.839400e-06,0.0003
-9.839200e-06,0.0007
-9.839000e-06,0.0017
-9.838800e-06,0.0015
-9.838600e-06,0.0001
-9.838400e-06,0.0003
-9.838200e-06,0.0001
-9.838000e-06,0.0005
-9.837800e-06,0.0007
-9.837600e-06,0.0011
-9.837400e-06,0.0009
-9.837200e-06,0.0001
-9.837000e-06,0.0001
-9.836800e-06,0.0001
-9.836600e-06,0.0011
-9.836400e-06,0.0007
-9.836200e-06,0.0003
-9.836000e-06,0.0005
-9.835800e-06,0.0007
-9.835600e-06,0.0003
-9.835400e-06,-0.0001
-9.835200e-06,0.0003
-9.835000e-06,0.0009
-9.834800e-06,-0.0001
-9.834600e-06,0.0001
-9.834400e-06,0.0001
-9.834200e-06,0.0007
-9.834000e-06,0.0007
-9.833800e-06,0.0009
-9.833600e-06,0.0003
-9.833400e-06,0.0005
-9.833200e-06,0.0003
-9.833000e-06,0.0001
-9.832800e-06,0.0003
-9.832600e-06,0.0007
-9.832400e-06,0.0007
-9.832200e-06,0.0005
-9.832000e-06,0.0003
-9.831800e-06,0.0005
-9.831600e-06,0.0007
-9.831400e-06,0.0005
-9.831200e-06,-0.0001
-9.831000e-06,0.0005
-9.830800e-06,0.0005
-9.830600e-06,0.0007
-9.830400e-06,0.0001
-9.830200e-06,0.0001
-9.830000e-06,0.0003
-9.829800e-06,0.0003
-9.829600e-06,0.0003
-9.829400e-06,0.0007
-9.829200e-06,0.0007
-9.829000e-06,0.0011
-9.828800e-06,0.0003
-9.828600e-06,-0.0003
-9.828400e-06,0.0005
-9.828200e-06,0.0007
-9.828000e-06,0.0011
-9.827800e-06,0.0011
-9.827600e-06,0.0003
-9.827400e-06,0.0001
-9.827200e-06,-0.0005
-9.827000e-06,0.0003
-9.826800e-06,0.0007
-9.826600e-06,0.0015
-9.826400e-06,0.0007
-9.826200e-06,-0.0001
-9.826000e-06,-0.0003
-9.825800e-06,0.0001
-9.825600e-06,0.0009
-9.825400e-06,0.0009
-9.825200e-06,0.0015
-9.825000e-06,0.0005
-9.824800e-06,-0.0007
-9.824600e-06,-0.0001
-9.824400e-06,0.0001
-9.824200e-06,0.0009
-9.824000e-06,0.0013
-9.823800e-06,0.0009
-9.823600e-06,0.0001
-9.823400e-06,-0.0001
-9.823200e-06,0.0001
-9.823000e-06,0.0009
-9.822800e-06,0.0007
-9.822600e-06,0.0009
-9.822400e-06,0.0005
-9.822200e-06,-0.0005
-9.822000e-06,-0.0005
-9.821800e-06,0.0007
-9.821600e-06,0.0013
-9.821400e-06,0.0011
-9.821200e-06,0.0003
-9.821000e-06,-0.0003
-9.820800e-06,-0.0007
-9.820600e-06,0.0005
-9.820400e-06,0.0007
-9.820200e-06,0.0019
-9.820000e-06,0.0013
-9.819800e-06,0.0001
-9.819600e-06,-0.0013
-9.819400e-06,-0.0007
-9.819200e-06,0.0009
-9.819000e-06,0.0017
-9.818800e-06,0.0009
-9.818600e-06,0.0009
-9.818400e-06,-0.0003
-9.818200e-06,-0.0001
-9.818000e-06,0.0007
-9.817800e-06,0.0015
-9.817600e-06,0.0017
-9.817400e-06,0.0009
-9.817200e-06,0.0001
-9.817000e-06,0.0001
-9.816800e-06,-0.0003
-9.816600e-06,0.0007
-9.816400e-06,0.0011
-9.816200e-06,0.0009
-9.816000e-06,-0.0001
-9.815800e-06,-0.0005
-9.815600e-06,-0.0001
-9.815400e-06,0.0009
-9.815200e-06,0.0015
-9.815000e-06,0.0015
-9.814800e-06,0.0009
-9.814600e-06,0.0001
-9.814400e-06,-0.0007
-9.814200e-06,0.0003
-9.814000e-06,0.0015
-9.813800e-06,0.0017
-9.813600e-06,0.0015
-9.813400e-06,0.0001
-9.813200e-06,-0.0013
-9.813000e-06,-0.0007
-9.812800e-06,0.0005
-9.812600e-06,0.0019
-9.812400e-06,0.0013
-9.812200e-06,0.0003
-9.812000e-06,-0.0005
-9.811800e-06,-0.0003
-9.811600e-06,0.0003
-9.811400e-06,0.0013
-9.811200e-06,0.0013
-9.811000e-06,0.0005
-9.810800e-06,-0.0005
-9.810600e-06,-0.0009
-9.810400e-06,-0.0005
-9.810200e-06,0.0005
-9.810000e-06,0.0017
-9.809800e-06,0.0011
-9.809600e-06,0.0003
-9.809400e-06,-0.0003
-9.809200e-06,-0.0003
-9.809000e-06,0.0001
-9.808800e-06,0.0011
-9.808600e-06,0.0013
-9.808400e-06,0.0011
-9.808200e-06,0.0003
-9.808000e-06,-0.0007
-9.807800e-06,-0.0001
-9.807600e-06,0.0013
-9.807400e-06,0.0015
-9.807200e-06,0.0011
-9.807000e-06,-0.0003
-9.806800e-06,-0.0013
-9.806600e-06,-0.0001
-9.806400e-06,0.0009
-9.806200e-06,0.0017
-9.806000e-06,0.0013
-9.805800e-06,0.0001
-9.805600e-06,-0.0007
-9.805400e-06,-0.0001
-9.805200e-06,0.0003
-9.805000e-06,0.0013
-9.804800e-06,0.0015
-9.804600e-06,0.0007
-9.804400e-06,-0.0005
-9.804200e-06,-0.0003
-9.804000e-06,-0.0001
-9.803800e-06,0.0007
-9.803600e-06,0.0013
-9.803400e-06,0.0013
-9.803200e-06,-0.0001
-9.803000e-06,-0.0007
-9.802800e-06,-0.0001
-9.802600e-06,0.0009
-9.802400e-06,0.0015
-9.802200e-06,0.0009
-9.802000e-06,0.0001
-9.801800e-06,-0.0005
-9.801600e-06,-0.0007
-9.801400e-06,0.0003
-9.801200e-06,0.0009
-9.801000e-06,0.0013
-9.800800e-06,0.0003
-9.800600e-06,-0.0001
-9.800400e-06,-0.0003
-9.800200e-06,0.0005
-9.800000e-06,0.0009
-9.799800e-06,0.0009
-9.799600e-06,0.0003
-9.799400e-06,0.0005
-9.799200e-06,0.0003
-9.799000e-06,0.0007
-9.798800e-06,0.0005
-9.798600e-06,0.0013
-9.798400e-06,0.0017
-9.798200e-06,0.0009
-9.798000e-06,-0.0001
-9.797800e-06,0.0003
-9.797600e-06,0.0003
-9.797400e-06,0.0009
-9.797200e-06,0.0007
-9.797000e-06,0.0003
-9.796800e-06,-0.0003
-9.796600e-06,-0.0005
-9.796400e-06,-0.0001
-9.796200e-06,0.0007
-9.796000e-06,0.0011
-9.795800e-06,0.0009
-9.795600e-06,-0.0001
-9.795400e-06,-0.0001
-9.795200e-06,0.0003
-9.795000e-06,0.0013
-9.794800e-06,0.0007
-9.794600e-06,0.0005
-9.794400e-06,-0.0001
-9.794200e-06,0.0001
-9.794000e-06,0.0007
-9.793800e-06,0.0007
-9.793600e-06,0.0009
-9.793400e-06,0.0003
-9.793200e-06,0.0003
-9.793000e-06,0.0007
-9.792800e-06,0.0007
-9.792600e-06,0.0009
-9.792400e-06,0.0007
-9.792200e-06,0.0005
-9.792000e-06,0.0007
-9.791800e-06,0.0007
-9.791600e-06,-0.0001
-9.791400e-06,-0.0001
-9.791200e-06,0.0001
-9.791000e-06,0.0009
-9.790800e-06,0.0009
-9.790600e-06,0.0005
-9.790400e-06,0.0001
-9.790200e-06,0.0001
-9.790000e-06,0.0007
-9.789800e-06,0.0013
-9.789600e-06,0.0009
-9.789400e-06,-0.0001
-9.789200e-06,-0.0009
-9.789000e-06,0.0003
-9.788800e-06,0.0013
-9.788600e-06,0.0019
-9.788400e-06,0.0007
-9.788200e-06,-0.0009
-9.788000e-06,-0.0005
-9.787800e-06,-0.0001
-9.787600e-06,0.0013
-9.787400e-06,0.0015
-9.787200e-06,0.0005
-9.787000e-06,-0.0003
-9.786800e-06,-0.0009
-9.786600e-06,0.0001
-9.786400e-06,0.0015
-9.786200e-06,0.0011
-9.786000e-06,-0.0001
-9.785800e-06,-0.0007
-9.785600e-06,-0.0003
-9.785400e-06,0.0001
-9.785200e-06,0.0005
-9.785000e-06,0.0009
-9.784800e-06,0.0007
-9.784600e-06,0.0009
-9.784400e-06,0.0001
-9.784200e-06,0.0001
-9.784000e-06,0.0001
-9.783800e-06,0.0001
-9.783600e-06,0.0011
-9.783400e-06,0.0011
-9.783200e-06,0.0007
-9.783000e-06,-0.0003
-9.782800e-06,-0.0001
-9.782600e-06,0.0011
-9.782400e-06,0.0019
-9.782200e-06,0.0011
-9.782000e-06,-0.0003
-9.781800e-06,-0.0013
-9.781600e-06,-0.0001
-9.781400e-06,0.0013
-9.781200e-06,0.0021
-9.781000e-06,0.0007
-9.780800e-06,-0.0011
-9.780600e-06,-0.0015
-9.780400e-06,0.0001
-9.780200e-06,0.0017
-9.780000e-06,0.0013
-9.779800e-06,0.0009
-9.779600e-06,-0.0001
-9.779400e-06,-0.0003
-9.779200e-06,0.0001
-9.779000e-06,0.0009
-9.778800e-06,0.0011
-9.778600e-06,0.0003
-9.778400e-06,0.0001
-9.778200e-06,0.0003
-9.778000e-06,0.0005
-9.777800e-06,0.0009
-9.777600e-06,0.0005
-9.777400e-06,0.0007
-9.777200e-06,0.0007
-9.777000e-06,0.0007
-9.776800e-06,0.0001
-9.776600e-06,0.0001
-9.776400e-06,-0.0001
-9.776200e-06,0.0003
-9.776000e-06,0.0013
-9.775800e-06,0.0011
-9.775600e-06,-0.0005
-9.775400e-06,-0.0005
-9.775200e-06,0.0011
-9.775000e-06,0.0019
-9.774800e-06,0.0015
-9.774600e-06,0.0003
-9.774400e-06,-0.0003
-9.774200e-06,0.0001
-9.774000e-06,0.0011
-9.773800e-06,0.0017
-9.773600e-06,0.0007
-9.773400e-06,0.0003
-9.773200e-06,-0.0003
-9.773000e-06,0.0005
-9.772800e-06,0.0017
-9.772600e-06,0.0017
-9.772400e-06,0.0007
-9.772200e-06,-0.0003
-9.772000e-06,0.0001
-9.771800e-06,0.0003
-9.771600e-06,0.0001
-9.771400e-06,0.0005
-9.771200e-06,0.0003
-9.771000e-06,0.0001
-9.770800e-06,-0.0003
-9.770600e-06,-0.0001
-9.770400e-06,0.0005
-9.770200e-06,0.0011
-9.770000e-06,0.0005
-9.769800e-06,0.0007
-9.769600e-06,0.0005
-9.769400e-06,0.0003
-9.769200e-06,-0.0003
-9.769000e-06,0.0011
-9.768800e-06,0.0017
-9.768600e-06,0.0017
-9.768400e-06,0.0003
-9.768200e-06,-0.0007
-9.768000e-06,-0.0007
-9.767800e-06,0.0013
-9.767600e-06,0.0017
-9.767400e-06,0.0017
-9.767200e-06,0.0001
-9.767000e-06,-0.0009
-9.766800e-06,-0.0005
-9.766600e-06,0.0011
-9.766400e-06,0.0021
-9.766200e-06,0.0013
-9.766000e-06,-0.0005
-9.765800e-06,-0.0011
-9.765600e-06,-0.0005
-9.765400e-06,0.0007
-9.765200e-06,0.0017
-9.765000e-06,0.0013
-9.764800e-06,-0.0001
-9.764600e-06,-0.0009
-9.764400e-06,-0.0007
-9.764200e-06,0.0009
-9.764000e-06,0.0015
-9.763800e-06,0.0013
-9.763600e-06,0.0009
-9.763400e-06,0.0001
-9.763200e-06,-0.0011
-9.763000e-06,-0.0003
-9.762800e-06,0.0003
-9.762600e-06,0.0021
-9.762400e-06,0.0027
-9.762200e-06,0.0009
-9.762000e-06,-0.0009
-9.761800e-06,-0.0015
-9.761600e-06,0.0001
-9.761400e-06,0.0015
-9.761200e-06,0.0019
-9.761000e-06,0.0001
-9.760800e-06,-0.0017
-9.760600e-06,-0.0019
-9.760400e-06,-0.0003
-9.760200e-06,0.0015
-9.760000e-06,0.0027
-9.759800e-06,0.0015
-9.759600e-06,-0.0011
-9.759400e-06,-0.0015
-9.759200e-06,0.0003
-9.759000e-06,0.0025
-9.758800e-06,0.0023
-9.758600e-06,0.0007
-9.758400e-06,-0.0011
-9.758200e-06,-0.0017
-9.758000e-06,-0.0001
-9.757800e-06,0.0013
-9.757600e-06,0.0019
-9.757400e-06,0.0017
-9.757200e-06,0.0005
-9.757000e-06,-0.0003
-9.756800e-06,-0.0011
-9.756600e-06,-0.0007
-9.756400e-06,0.0017
-9.756200e-06,0.0019
-9.756000e-06,0.0009
-9.755800e-06,-0.0009
-9.755600e-06,-0.0023
-9.755400e-06,-0.0011
-9.755200e-06,0.0013
-9.755000e-06,0.0027
-9.754800e-06,0.0023
-9.754600e-06,0.0003
-9.754400e-06,-0.0015
-9.754200e-06,-0.0015
-9.754000e-06,0.0009
-9.753800e-06,0.0027
-9.753600e-06,0.0023
-9.753400e-06,0.0001
-9.753200e-06,-0.0019
-9.753000e-06,-0.0017
-9.752800e-06,0.0003
-9.752600e-06,0.0031
-9.752400e-06,0.0033
-9.752200e-06,0.0003
-9.752000e-06,-0.0017
-9.751800e-06,-0.0015
-9.751600e-06,0.0005
-9.751400e-06,0.0023
-9.751200e-06,0.0023
-9.751000e-06,0.0011
-9.750800e-06,-0.0011
-9.750600e-06,-0.0023
-9.750400e-06,-0.0007
-9.750200e-06,0.0013
-9.750000e-06,0.0027
-9.749800e-06,0.0023
-9.749600e-06,0.0005
-9.749400e-06,-0.0015
-9.749200e-06,-0.0019
-9.749000e-06,0.0001
-9.748800e-06,0.0029
-9.748600e-06,0.0033
-9.748400e-06,0.0011
-9.748200e-06,-0.0013
-9.748000e-06,-0.0023
-9.747800e-06,-0.0011
-9.747600e-06,0.0027
-9.747400e-06,0.0037
-9.747200e-06,0.0023
-9.747000e-06,-0.0007
-9.746800e-06,-0.0029
-9.746600e-06,-0.0009
-9.746400e-06,0.0019
-9.746200e-06,0.0033
-9.746000e-06,0.0025
-9.745800e-06,-0.0001
-9.745600e-06,-0.0021
-9.745400e-06,-0.0019
-9.745200e-06,0.0007
-9.745000e-06,0.0027
-9.744800e-06,0.0033
-9.744600e-06,0.0013
-9.744400e-06,-0.0013
-9.744200e-06,-0.0017
-9.744000e-06,-0.0003
-9.743800e-06,0.0023
-9.743600e-06,0.0033
-9.743400e-06,0.0019
-9.743200e-06,-0.0013
-9.743000e-06,-0.0023
-9.742800e-06,-0.0013
-9.742600e-06,0.0015
-9.742400e-06,0.0029
-9.742200e-06,0.0025
-9.742000e-06,-0.0001
-9.741800e-06,-0.0023
-9.741600e-06,-0.0019
-9.741400e-06,0.0005
-9.741200e-06,0.0031
-9.741000e-06,0.0037
-9.740800e-06,0.0007
-9.740600e-06,-0.0021
-9.740400e-06,-0.0027
-9.740200e-06,-0.0003
-9.740000e-06,0.0031
-9.739800e-06,0.0043
-9.739600e-06,0.0021
-9.739400e-06,-0.0005
-9.739200e-06,-0.0027
-9.739000e-06,-0.0013
-9.738800e-06,0.0015
-9.738600e-06,0.0031
-9.738400e-06,0.0027
-9.738200e-06,0.0001
-9.738000e-06,-0.0023
-9.737800e-06,-0.0021
-9.737600e-06,0.0003
-9.737400e-06,0.0029
-9.737200e-06,0.0033
-9.737000e-06,0.0011
-9.736800e-06,-0.0021
-9.736600e-06,-0.0023
-9.736400e-06,-0.0007
-9.736200e-06,0.0021
-9.736000e-06,0.0027
-9.735800e-06,0.0011
-9.735600e-06,-0.0015
-9.735400e-06,-0.0023
-9.735200e-06,-0.0015
-9.735000e-06,0.0017
-9.734800e-06,0.0033
-9.734600e-06,0.0029
-9.734400e-06,0.0005
-9.734200e-06,-0.0021
-9.734000e-06,-0.0019
-9.733800e-06,0.0009
-9.733600e-06,0.0033
-9.733400e-06,0.0033
-9.733200e-06,0.0005
-9.733000e-06,-0.0017
-9.732800e-06,-0.0027
-9.732600e-06,-0.0009
-9.732400e-06,0.0019
-9.732200e-06,0.0031
-9.732000e-06,0.0015
-9.731800e-06,-0.0015
-9.731600e-06,-0.0029
-9.731400e-06,-0.0015
-9.731200e-06,0.0015
-9.731000e-06,0.0037
-9.730800e-06,0.0027
-9.730600e-06,-0.0003
-9.730400e-06,-0.0025
-9.730200e-06,-0.0017
-9.730000e-06,0.0011
-9.729800e-06,0.0029
-9.729600e-06,0.0033
-9.729400e-06,0.0011
-9.729200e-06,-0.0017
-9.729000e-06,-0.0017
-9.728800e-06,0.0005
-9.728600e-06,0.0027
-9.728400e-06,0.0029
-9.728200e-06,0.0013
-9.728000e-06,-0.0009
-9.727800e-06,-0.0021
-9.727600e-06,-0.0011
-9.727400e-06,0.0015
-9.727200e-06,0.0029
-9.727000e-06,0.0025
-9.726800e-06,0.0003
-9.726600e-06,-0.0017
-9.726400e-06,-0.0013
-9.726200e-06,0.0003
-9.726000e-06,0.0021
-9.725800e-06,0.0021
-9.725600e-06,0.0005
-9.725400e-06,-0.0021
-9.725200e-06,-0.0021
-9.725000e-06,-0.0001
-9.724800e-06,0.0021
-9.724600e-06,0.0031
-9.724400e-06,0.0013
-9.724200e-06,-0.0009
-9.724000e-06,-0.0017
-9.723800e-06,0.0003
-9.723600e-06,0.0023
-9.723400e-06,0.0033
-9.723200e-06,0.0013
-9.723000e-06,-0.0009
-9.722800e-06,-0.0017
-9.722600e-06,-0.0007
-9.722400e-06,0.0013
-9.722200e-06,0.0017
-9.722000e-06,0.0015
-9.721800e-06,0.0001
-9.721600e-06,-0.0019
-9.721400e-06,-0.0011
-9.721200e-06,0.0005
-9.721000e-06,0.0015
-9.720800e-06,0.0017
-9.720600e-06,0.0013
-9.720400e-06,-0.0007
-9.720200e-06,-0.0013
-9.720000e-06,-0.0003
-9.719800e-06,0.0017
-9.719600e-06,0.0023
-9.719400e-06,0.0017
-9.719200e-06,-0.0005
-9.719000e-06,-0.0013
-9.718800e-06,-0.0007
-9.718600e-06,0.0015
-9.718400e-06,0.0027
-9.718200e-06,0.0019
-9.718000e-06,-0.0003
-9.717800e-06,-0.0021
-9.717600e-06,-0.0011
-9.717400e-06,0.0015
-9.717200e-06,0.0025
-9.717000e-06,0.0019
-9.716800e-06,-0.0001
-9.716600e-06,-0.0015
-9.716400e-06,-0.0013
-9.716200e-06,0.0007
-9.716000e-06,0.0023
-9.715800e-06,0.0021
-9.715600e-06,0.0003
-9.715400e-06,-0.0011
-9.715200e-06,-0.0015
-9.715000e-06,0.0001
-9.714800e-06,0.0019
-9.714600e-06,0.0025
-9.714400e-06,0.0011
-9.714200e-06,-0.0001
-9.714000e-06,-0.0013
-9.713800e-06,-0.0007
-9.713600e-06,0.0011
-9.713400e-06,0.0027
-9.713200e-06,0.0021
-9.713000e-06,0.0001
-9.712800e-06,-0.0009
-9.712600e-06,-0.0015
-9.712400e-06,0.0003
-9.712200e-06,0.0017
-9.712000e-06,0.0021
-9.711800e-06,0.0005
-9.711600e-06,-0.0019
-9.711400e-06,-0.0017
-9.711200e-06,-0.0001
-9.711000e-06,0.0019
-9.710800e-06,0.0027
-9.710600e-06,0.0011
-9.710400e-06,-0.0013
-9.710200e-06,-0.0023
-9.710000e-06,-0.0013
-9.709800e-06,0.0015
-9.709600e-06,0.0027
-9.709400e-06,0.0021
-9.709200e-06,0.0001
-9.709000e-06,-0.0013
-9.708800e-06,-0.0007
-9.708600e-06,0.0013
-9.708400e-06,0.0029
-9.708200e-06,0.0019
-9.708000e-06,0.0005
-9.707800e-06,-0.0011
-9.707600e-06,-0.0009
-9.707400e-06,-0.0001
-9.707200e-06,0.0015
-9.707000e-06,0.0023
-9.706800e-06,0.0009
-9.706600e-06,-0.0001
-9.706400e-06,-0.0017
-9.706200e-06,-0.0009
-9.706000e-06,0.0013
-9.705800e-06,0.0029
-9.705600e-06,0.0025
-9.705400e-06,0.0001
-9.705200e-06,-0.0023
-9.705000e-06,-0.0017
-9.704800e-06,0.0003
-9.704600e-06,0.0023
-9.704400e-06,0.0027
-9.704200e-06,0.0011
-9.704000e-06,-0.0015
-9.703800e-06,-0.0021
-9.703600e-06,-0.0007
-9.703400e-06,0.0015
-9.703200e-06,0.0023
-9.703000e-06,0.0011
-9.702800e-06,-0.0007
-9.702600e-06,-0.0019
-9.702400e-06,-0.0011
-9.702200e-06,0.0007
-9.702000e-06,0.0019
-9.701800e-06,0.0019
-9.701600e-06,0.0003
-9.701400e-06,-0.0015
-9.701200e-06,-0.0015
-9.701000e-06,0.0003
-9.700800e-06,0.0021
-9.700600e-06,0.0027
-9.700400e-06,0.0021
-9.700200e-06,-0.0001
-9.700000e-06,-0.0017
-9.699800e-06,-0.0009
-9.699600e-06,0.0007
-9.699400e-06,0.0029
-9.699200e-06,0.0027
-9.699000e-06,0.0003
-9.698800e-06,-0.0019
-9.698600e-06,-0.0017
-9.698400e-06,0.0009
-9.698200e-06,0.0033
-9.698000e-06,0.0035
-9.697800e-06,0.0015
-9.697600e-06,-0.0013
-9.697400e-06,-0.0017
-9.697200e-06,-0.0005
-9.697000e-06,0.0021
-9.696800e-06,0.0031
-9.696600e-06,0.0021
-9.696400e-06,-0.0001
-9.696200e-06,-0.0017
-9.696000e-06,-0.0011
-9.695800e-06,0.0009
-9.695600e-06,0.0025
-9.695400e-06,0.0023
-9.695200e-06,0.0009
-9.695000e-06,-0.0009
-9.694800e-06,-0.0019
-9.694600e-06,-0.0011
-9.694400e-06,0.0007
-9.694200e-06,0.0027
-9.694000e-06,0.0027
-9.693800e-06,0.0005
-9.693600e-06,-0.0015
-9.693400e-06,-0.0009
-9.693200e-06,0.0001
-9.693000e-06,0.0025
-9.692800e-06,0.0027
-9.692600e-06,0.0007
-9.692400e-06,-0.0019
-9.692200e-06,-0.0025
-9.692000e-06,-0.0009
-9.691800e-06,0.0025
-9.691600e-06,0.0031
-9.691400e-06,0.0015
-9.691200e-06,-0.0009
-9.691000e-06,-0.0021
-9.690800e-06,-0.0011
-9.690600e-06,0.0013
-9.690400e-06,0.0027
-9.690200e-06,0.0031
-9.690000e-06,0.0007
-9.689800e-06,-0.0011
-9.689600e-06,-0.0015
-9.689400e-06,-0.0001
-9.689200e-06,0.0015
-9.689000e-06,0.0023
-9.688800e-06,0.0015
-9.688600e-06,0.0001
-9.688400e-06,-0.0009
-9.688200e-06,-0.0009
-9.688000e-06,0.0009
-9.687800e-06,0.0027
-9.687600e-06,0.0027
-9.687400e-06,0.0011
-9.687200e-06,-0.0017
-9.687000e-06,-0.0025
-9.686800e-06,-0.0007
-9.686600e-06,0.0015
-9.686400e-06,0.0031
-9.686200e-06,0.0019
-9.686000e-06,-0.0009
-9.685800e-06,-0.0025
-9.685600e-06,-0.0011
-9.685400e-06,0.0013
-9.685200e-06,0.0029
-9.685000e-06,0.0019
-9.684800e-06,-0.0005
-9.684600e-06,-0.0017
-9.684400e-06,-0.0015
-9.684200e-06,0.0007
-9.684000e-06,0.0021
-9.683800e-06,0.0023
-9.683600e-06,0.0007
-9.683400e-06,-0.0005
-9.683200e-06,-0.0017
-9.683000e-06,-0.0005
-9.682800e-06,0.0009
-9.682600e-06,0.0023
-9.682400e-06,0.0023
-9.682200e-06,0.0005
-9.682000e-06,-0.0013
-9.681800e-06,-0.0015
-9.681600e-06,-0.0005
-9.681400e-06,0.0017
-9.681200e-06,0.0027
-9.681000e-06,0.0019
-9.680800e-06,-0.0007
-9.680600e-06,-0.0025
-9.680400e-06,-0.0011
-9.680200e-06,0.0017
-9.680000e-06,0.0035
-9.679800e-06,0.0027
-9.679600e-06,-0.0003
-9.679400e-06,-0.0019
-9.679200e-06,-0.0013
-9.679000e-06,0.0011
-9.678800e-06,0.0029
-9.678600e-06,0.0029
-9.678400e-06,0.0009
-9.678200e-06,-0.0013
-9.678000e-06,-0.0015
-9.677800e-06,-0.0001
-9.677600e-06,0.0021
-9.677400e-06,0.0027
-9.677200e-06,0.0013
-9.677000e-06,-0.0003
-9.676800e-06,-0.0021
-9.676600e-06,-0.0017
-9.676400e-06,0.0001
-9.676200e-06,0.0019
-9.676000e-06,0.0023
-9.675800e-06,0.0011
-9.675600e-06,-0.0007
-9.675400e-06,-0.0015
-9.675200e-06,-0.0003
-9.675000e-06,0.0021
-9.674800e-06,0.0033
-9.674600e-06,0.0019
-9.674400e-06,-0.0005
-9.674200e-06,-0.0021
-9.674000e-06,-0.0013
-9.673800e-06,0.0011
-9.673600e-06,0.0031
-9.673400e-06,0.0027
-9.673200e-06,0.0005
-9.673000e-06,-0.0017
-9.672800e-06,-0.0015
-9.672600e-06,0.0001
-9.672400e-06,0.0021
-9.672200e-06,0.0021
-9.672000e-06,0.0007
-9.671800e-06,-0.0009
-9.671600e-06,-0.0015
-9.671400e-06,-0.0007
-9.671200e-06,0.0011
-9.671000e-06,0.0021
-9.670800e-06,0.0017
-9.670600e-06,0.0001
-9.670400e-06,-0.0011
-9.670200e-06,-0.0015
-9.670000e-06,0.0001
-9.669800e-06,0.0021
-9.669600e-06,0.0025
-9.669400e-06,0.0017
-9.669200e-06,-0.0005
-9.669000e-06,-0.0017
