Model,MSO4104B
Firmware Version,3.20

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,4e-07
Horizontal Delay,-4.5e-08
Sample Interval,2e-10
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.005
Vertical Position,-3.34
,
,
,
Label,
TIME,CH1
5.404400e-06,0.0019
5.404600e-06,0.0021
5.404800e-06,0.0009
5.405000e-06,-0.0007
5.405200e-06,-0.0013
5.405400e-06,0.0001
5.405600e-06,0.0023
5.405800e-06,0.0023
5.406000e-06,0.0011
5.406200e-06,-0.0007
5.406400e-06,-0.0015
5.406600e-06,-0.0003
5.406800e-06,0.0017
5.407000e-06,0.0027
5.407200e-06,0.0015
5.407400e-06,-0.0005
5.407600e-06,-0.0017
5.407800e-06,-0.0005
5.408000e-06,0.0009
5.408200e-06,0.0021
5.408400e-06,0.0019
5.408600e-06,0.0007
5.408800e-06,-0.0013
5.409000e-06,-0.0009
5.409200e-06,0.0003
5.409400e-06,0.0015
5.409600e-06,0.0015
5.409800e-06,0.0009
5.410000e-06,-0.0003
5.410200e-06,-0.0009
5.410400e-06,-0.0003
5.410600e-06,0.0011
5.410800e-06,0.0021
5.411000e-06,0.0017
5.411200e-06,0.0009
5.411400e-06,-0.0011
5.411600e-06,-0.0009
5.411800e-06,0.0009
5.412000e-06,0.0025
5.412200e-06,0.0023
5.412400e-06,0.0001
5.412600e-06,-0.0005
5.412800e-06,-0.0011
5.413000e-06,-0.0003
5.413200e-06,0.0017
5.413400e-06,0.0023
5.413600e-06,0.0007
5.413800e-06,-0.0011
5.414000e-06,-0.0013
5.414200e-06,0.0001
5.414400e-06,0.0019
5.414600e-06,0.0023
5.414800e-06,0.0011
5.415000e-06,-0.0001
5.415200e-06,-0.0001
5.415400e-06,0.0007
5.415600e-06,0.0011
5.415800e-06,0.0009
5.416000e-06,0.0009
5.416200e-06,0.0003
5.416400e-06,-0.0005
5.416600e-06,0.0001
5.416800e-06,0.0009
5.417000e-06,0.0009
5.417200e-06,0.0011
5.417400e-06,0.0005
5.417600e-06,-0.0001
5.417800e-06,-0.0001
5.418000e-06,-0.0005
5.418200e-06,0.0009
5.418400e-06,0.0017
5.418600e-06,0.0017
5.418800e-06,0.0001
5.419000e-06,-0.0003
5.419200e-06,-0.0001
5.419400e-06,0.0009
5.419600e-06,0.0017
5.419800e-06,0.0013
5.420000e-06,0.0001
5.420200e-06,-0.0001
5.420400e-06,0.0003
5.420600e-06,0.0015
5.420800e-06,0.0017
5.421000e-06,0.0007
5.421200e-06,-0.0001
5.421400e-06,-0.0005
5.421600e-06,0.0001
5.421800e-06,0.0011
5.422000e-06,0.0011
5.422200e-06,0.0009
5.422400e-06,-0.0001
5.422600e-06,-0.0003
5.422800e-06,0.0001
5.423000e-06,0.0009
5.423200e-06,0.0007
5.423400e-06,0.0003
5.423600e-06,-0.0003
5.423800e-06,0.0003
5.424000e-06,0.0005
5.424200e-06,0.0011
5.424400e-06,0.0011
5.424600e-06,0.0011
5.424800e-06,0.0007
5.425000e-06,0.0005
5.425200e-06,-0.0003
5.425400e-06,0.0009
5.425600e-06,0.0013
5.425800e-06,0.0011
5.426000e-06,0.0009
5.426200e-06,0.0003
5.426400e-06,-0.0003
5.426600e-06,0.0003
5.426800e-06,0.0011
5.427000e-06,0.0011
5.427200e-06,0.0009
5.427400e-06,-0.0001
5.427600e-06,-0.0007
5.427800e-06,0.0003
5.428000e-06,0.0009
5.428200e-06,0.0017
5.428400e-06,0.0011
5.428600e-06,-0.0003
5.428800e-06,-0.0013
5.429000e-06,-0.0003
5.429200e-06,0.0017
5.429400e-06,0.0027
5.429600e-06,0.0011
5.429800e-06,-0.0007
5.430000e-06,-0.0015
5.430200e-06,-0.0007
5.430400e-06,0.0015
5.430600e-06,0.0027
5.430800e-06,0.0013
5.431000e-06,-0.0005
5.431200e-06,-0.0015
5.431400e-06,-0.0003
5.431600e-06,0.0009
5.431800e-06,0.0019
5.432000e-06,0.0017
5.432200e-06,0.0005
5.432400e-06,-0.0007
5.432600e-06,-0.0005
5.432800e-06,0.0001
5.433000e-06,0.0011
5.433200e-06,0.0017
5.433400e-06,0.0011
5.433600e-06,-0.0005
5.433800e-06,-0.0015
5.434000e-06,-0.0007
5.434200e-06,0.0013
5.434400e-06,0.0029
5.434600e-06,0.0027
5.434800e-06,0.0001
5.435000e-06,-0.0017
5.435200e-06,-0.0013
5.435400e-06,0.0013
5.435600e-06,0.0031
5.435800e-06,0.0033
5.436000e-06,0.0009
5.436200e-06,-0.0015
5.436400e-06,-0.0019
5.436600e-06,0.0003
5.436800e-06,0.0025
5.437000e-06,0.0023
5.437200e-06,0.0007
5.437400e-06,-0.0015
5.437600e-06,-0.0017
5.437800e-06,-0.0003
5.438000e-06,0.0021
5.438200e-06,0.0031
5.438400e-06,0.0011
5.438600e-06,-0.0015
5.438800e-06,-0.0021
5.439000e-06,-0.0007
5.439200e-06,0.0015
5.439400e-06,0.0027
5.439600e-06,0.0025
5.439800e-06,0.0001
5.440000e-06,-0.0019
5.440200e-06,-0.0011
5.440400e-06,0.0009
5.440600e-06,0.0031
5.440800e-06,0.0031
5.441000e-06,0.0009
5.441200e-06,-0.0017
5.441400e-06,-0.0025
5.441600e-06,-0.0005
5.441800e-06,0.0023
5.442000e-06,0.0031
5.442200e-06,0.0015
5.442400e-06,-0.0009
5.442600e-06,-0.0025
5.442800e-06,-0.0013
5.443000e-06,0.0017
5.443200e-06,0.0033
5.443400e-06,0.0021
5.443600e-06,-0.0009
5.443800e-06,-0.0023
5.444000e-06,-0.0017
5.444200e-06,0.0007
5.444400e-06,0.0025
5.444600e-06,0.0025
5.444800e-06,0.0001
5.445000e-06,-0.0015
5.445200e-06,-0.0015
5.445400e-06,0.0005
5.445600e-06,0.0027
5.445800e-06,0.0029
5.446000e-06,0.0013
5.446200e-06,-0.0011
5.446400e-06,-0.0019
5.446600e-06,-0.0007
5.446800e-06,0.0019
5.447000e-06,0.0035
5.447200e-06,0.0019
5.447400e-06,-0.0007
5.447600e-06,-0.0025
5.447800e-06,-0.0015
5.448000e-06,0.0013
5.448200e-06,0.0029
5.448400e-06,0.0021
5.448600e-06,-0.0001
5.448800e-06,-0.0021
5.449000e-06,-0.0017
5.449200e-06,0.0007
5.449400e-06,0.0027
5.449600e-06,0.0031
5.449800e-06,0.0009
5.450000e-06,-0.0013
5.450200e-06,-0.0013
5.450400e-06,-0.0003
5.450600e-06,0.0021
5.450800e-06,0.0027
5.451000e-06,0.0013
5.451200e-06,-0.0013
5.451400e-06,-0.0019
5.451600e-06,-0.0007
5.451800e-06,0.0015
5.452000e-06,0.0025
5.452200e-06,0.0023
5.452400e-06,-0.0003
5.452600e-06,-0.0021
5.452800e-06,-0.0013
5.453000e-06,0.0013
5.453200e-06,0.0023
5.453400e-06,0.0019
5.453600e-06,0.0003
5.453800e-06,-0.0019
5.454000e-06,-0.0019
5.454200e-06,0.0003
5.454400e-06,0.0023
5.454600e-06,0.0031
5.454800e-06,0.0013
5.455000e-06,-0.0011
5.455200e-06,-0.0019
5.455400e-06,-0.0003
5.455600e-06,0.0025
5.455800e-06,0.0029
5.456000e-06,0.0011
5.456200e-06,-0.0003
5.456400e-06,-0.0023
5.456600e-06,-0.0011
5.456800e-06,0.0011
5.457000e-06,0.0029
5.457200e-06,0.0021
5.457400e-06,-0.0001
5.457600e-06,-0.0025
5.457800e-06,-0.0017
5.458000e-06,0.0003
5.458200e-06,0.0027
5.458400e-06,0.0033
5.458600e-06,0.0005
5.458800e-06,-0.0021
5.459000e-06,-0.0021
5.459200e-06,0.0001
5.459400e-06,0.0021
5.459600e-06,0.0033
5.459800e-06,0.0021
5.460000e-06,-0.0005
5.460200e-06,-0.0023
5.460400e-06,-0.0013
5.460600e-06,0.0021
5.460800e-06,0.0033
5.461000e-06,0.0019
5.461200e-06,-0.0003
5.461400e-06,-0.0021
5.461600e-06,-0.0015
5.461800e-06,0.0011
5.462000e-06,0.0027
5.462200e-06,0.0017
5.462400e-06,0.0001
5.462600e-06,-0.0015
5.462800e-06,-0.0017
5.463000e-06,-0.0003
5.463200e-06,0.0019
5.463400e-06,0.0029
5.463600e-06,0.0011
5.463800e-06,-0.0021
5.464000e-06,-0.0025
5.464200e-06,-0.0009
5.464400e-06,0.0017
5.464600e-06,0.0031
5.464800e-06,0.0017
5.465000e-06,-0.0011
5.465200e-06,-0.0025
5.465400e-06,-0.0009
5.465600e-06,0.0017
5.465800e-06,0.0033
5.466000e-06,0.0027
5.466200e-06,0.0001
5.466400e-06,-0.0025
5.466600e-06,-0.0017
5.466800e-06,0.0011
5.467000e-06,0.0029
5.467200e-06,0.0031
5.467400e-06,0.0007
5.467600e-06,-0.0015
5.467800e-06,-0.0017
5.468000e-06,-0.0005
5.468200e-06,0.0023
5.468400e-06,0.0023
5.468600e-06,0.0013
5.468800e-06,-0.0005
5.469000e-06,-0.0015
5.469200e-06,-0.0011
5.469400e-06,0.0015
5.469600e-06,0.0035
5.469800e-06,0.0029
5.470000e-06,0.0003
5.470200e-06,-0.0017
5.470400e-06,-0.0015
5.470600e-06,0.0009
5.470800e-06,0.0027
5.471000e-06,0.0029
5.471200e-06,0.0007
5.471400e-06,-0.0021
5.471600e-06,-0.0023
5.471800e-06,0.0003
5.472000e-06,0.0023
5.472200e-06,0.0029
5.472400e-06,0.0009
5.472600e-06,-0.0015
5.472800e-06,-0.0023
5.473000e-06,-0.0003
5.473200e-06,0.0023
5.473400e-06,0.0027
5.473600e-06,0.0009
5.473800e-06,-0.0011
5.474000e-06,-0.0019
5.474200e-06,-0.0007
5.474400e-06,0.0009
5.474600e-06,0.0017
5.474800e-06,0.0017
5.475000e-06,0.0007
5.475200e-06,-0.0007
5.475400e-06,-0.0013
5.475600e-06,0.0005
5.475800e-06,0.0023
5.476000e-06,0.0025
5.476200e-06,0.0019
5.476400e-06,-0.0003
5.476600e-06,-0.0017
5.476800e-06,-0.0007
5.477000e-06,0.0017
5.477200e-06,0.0027
5.477400e-06,0.0017
5.477600e-06,-0.0001
5.477800e-06,-0.0015
5.478000e-06,-0.0015
5.478200e-06,0.0009
5.478400e-06,0.0025
5.478600e-06,0.0025
5.478800e-06,-0.0001
5.479000e-06,-0.0021
5.479200e-06,-0.0015
5.479400e-06,0.0009
5.479600e-06,0.0021
5.479800e-06,0.0025
5.480000e-06,0.0005
5.480200e-06,-0.0015
5.480400e-06,-0.0011
5.480600e-06,0.0007
5.480800e-06,0.0017
5.481000e-06,0.0019
5.481200e-06,0.0007
5.481400e-06,0.0001
5.481600e-06,-0.0003
5.481800e-06,-0.0003
5.482000e-06,0.0003
5.482200e-06,0.0009
5.482400e-06,0.0013
5.482600e-06,0.0009
5.482800e-06,-0.0007
5.483000e-06,-0.0015
5.483200e-06,-0.0007
5.483400e-06,0.0013
5.483600e-06,0.0023
5.483800e-06,0.0011
5.484000e-06,-0.0005
5.484200e-06,-0.0015
5.484400e-06,-0.0005
5.484600e-06,0.0011
5.484800e-06,0.0021
5.485000e-06,0.0015
5.485200e-06,-0.0005
5.485400e-06,-0.0009
5.485600e-06,0.0001
5.485800e-06,0.0011
5.486000e-06,0.0017
5.486200e-06,0.0011
5.486400e-06,-0.0003
5.486600e-06,-0.0007
5.486800e-06,-0.0001
5.487000e-06,0.0009
5.487200e-06,0.0013
5.487400e-06,0.0011
5.487600e-06,0.0007
5.487800e-06,-0.0001
5.488000e-06,-0.0001
5.488200e-06,0.0001
5.488400e-06,0.0003
5.488600e-06,0.0003
5.488800e-06,0.0007
5.489000e-06,0.0005
5.489200e-06,-0.0001
5.489400e-06,0.0001
5.489600e-06,0.0003
5.489800e-06,0.0007
5.490000e-06,0.0017
5.490200e-06,0.0015
5.490400e-06,0.0007
5.490600e-06,-0.0005
5.490800e-06,-0.0003
5.491000e-06,0.0003
5.491200e-06,0.0017
5.491400e-06,0.0019
5.491600e-06,0.0003
5.491800e-06,-0.0007
5.492000e-06,-0.0001
5.492200e-06,0.0007
5.492400e-06,0.0009
5.492600e-06,0.0007
5.492800e-06,0.0003
5.493000e-06,0.0001
5.493200e-06,0.0003
5.493400e-06,0.0003
5.493600e-06,0.0005
5.493800e-06,0.0005
5.494000e-06,0.0009
5.494200e-06,0.0009
5.494400e-06,0.0003
5.494600e-06,-0.0005
5.494800e-06,-0.0001
5.495000e-06,0.0005
5.495200e-06,0.0009
5.495400e-06,0.0011
5.495600e-06,0.0009
5.495800e-06,-0.0001
5.496000e-06,-0.0007
5.496200e-06,0.0001
5.496400e-06,0.0013
5.496600e-06,0.0013
5.496800e-06,0.0009
5.497000e-06,0.0001
5.497200e-06,-0.0005
5.497400e-06,0.0001
5.497600e-06,0.0015
5.497800e-06,0.0021
5.498000e-06,0.0009
5.498200e-06,-0.0003
5.498400e-06,-0.0005
5.498600e-06,0.0001
5.498800e-06,0.0013
5.499000e-06,0.0011
5.499200e-06,0.0005
5.499400e-06,0.0003
5.499600e-06,0.0005
5.499800e-06,0.0001
5.500000e-06,0.0005
5.500200e-06,0.0009
5.500400e-06,0.0013
5.500600e-06,0.0011
5.500800e-06,0.0007
5.501000e-06,0.0001
5.501200e-06,-0.0001
5.501400e-06,0.0003
5.501600e-06,0.0013
5.501800e-06,0.0013
5.502000e-06,0.0011
5.502200e-06,-0.0001
5.502400e-06,-0.0005
5.502600e-06,0.0001
5.502800e-06,0.0009
5.503000e-06,0.0013
5.503200e-06,0.0007
5.503400e-06,0.0001
5.503600e-06,-0.0001
5.503800e-06,-0.0003
5.504000e-06,0.0001
5.504200e-06,0.0011
5.504400e-06,0.0011
5.504600e-06,0.0009
5.504800e-06,0.0001
5.505000e-06,-0.0001
5.505200e-06,0.0005
5.505400e-06,0.0013
5.505600e-06,0.0011
5.505800e-06,0.0009
5.506000e-06,-0.0001
5.506200e-06,-0.0003
5.506400e-06,-0.0001
5.506600e-06,0.0005
5.506800e-06,0.0011
5.507000e-06,0.0009
5.507200e-06,0.0001
5.507400e-06,-0.0001
5.507600e-06,-0.0003
5.507800e-06,0.0001
5.508000e-06,0.0007
5.508200e-06,0.0015
5.508400e-06,0.0007
5.508600e-06,-0.0005
5.508800e-06,-0.0007
5.509000e-06,-0.0001
5.509200e-06,0.0001
5.509400e-06,0.0011
5.509600e-06,0.0015
5.509800e-06,0.0007
5.510000e-06,-0.0005
5.510200e-06,-0.0001
5.510400e-06,0.0011
5.510600e-06,0.0017
5.510800e-06,0.0017
5.511000e-06,0.0005
5.511200e-06,-0.0001
5.511400e-06,-0.0003
5.511600e-06,-0.0003
5.511800e-06,0.0009
5.512000e-06,0.0011
5.512200e-06,0.0009
5.512400e-06,0.0005
5.512600e-06,0.0001
5.512800e-06,-0.0003
5.513000e-06,0.0003
5.513200e-06,0.0007
5.513400e-06,0.0011
5.513600e-06,0.0005
5.513800e-06,0.0003
5.514000e-06,-0.0001
5.514200e-06,0.0001
5.514400e-06,0.0003
5.514600e-06,0.0013
5.514800e-06,0.0013
5.515000e-06,0.0005
5.515200e-06,-0.0005
5.515400e-06,-0.0003
5.515600e-06,0.0001
5.515800e-06,0.0017
5.516000e-06,0.0021
5.516200e-06,0.0015
5.516400e-06,-0.0001
5.516600e-06,-0.0009
5.516800e-06,-0.0005
5.517000e-06,0.0007
5.517200e-06,0.0017
5.517400e-06,0.0015
5.517600e-06,0.0003
5.517800e-06,-0.0001
5.518000e-06,-0.0005
5.518200e-06,-0.0001
5.518400e-06,0.0009
5.518600e-06,0.0013
5.518800e-06,0.0011
5.519000e-06,0.0007
5.519200e-06,-0.0007
5.519400e-06,-0.0005
5.519600e-06,0.0003
5.519800e-06,0.0015
5.520000e-06,0.0015
5.520200e-06,0.0009
5.520400e-06,-0.0005
5.520600e-06,-0.0009
5.520800e-06,-0.0003
5.521000e-06,0.0009
5.521200e-06,0.0023
5.521400e-06,0.0017
5.521600e-06,0.0001
5.521800e-06,-0.0009
5.522000e-06,-0.0009
5.522200e-06,0.0009
5.522400e-06,0.0019
5.522600e-06,0.0015
5.522800e-06,0.0001
5.523000e-06,-0.0005
5.523200e-06,-0.0003
5.523400e-06,0.0003
5.523600e-06,0.0005
5.523800e-06,0.0009
5.524000e-06,0.0011
5.524200e-06,0.0005
5.524400e-06,-0.0003
5.524600e-06,-0.0003
5.524800e-06,0.0003
5.525000e-06,0.0015
5.525200e-06,0.0017
5.525400e-06,0.0011
5.525600e-06,-0.0001
5.525800e-06,-0.0009
5.526000e-06,-0.0005
5.526200e-06,0.0015
5.526400e-06,0.0025
5.526600e-06,0.0011
5.526800e-06,-0.0007
5.527000e-06,-0.0015
5.527200e-06,-0.0009
5.527400e-06,0.0005
5.527600e-06,0.0027
5.527800e-06,0.0027
5.528000e-06,0.0005
5.528200e-06,-0.0011
5.528400e-06,-0.0013
5.528600e-06,0.0003
5.528800e-06,0.0021
5.529000e-06,0.0021
5.529200e-06,0.0007
5.529400e-06,-0.0003
5.529600e-06,-0.0003
5.529800e-06,-0.0003
5.530000e-06,0.0005
5.530200e-06,0.0015
5.530400e-06,0.0013
5.530600e-06,0.0005
5.530800e-06,-0.0011
5.531000e-06,-0.0015
5.531200e-06,0.0001
5.531400e-06,0.0017
5.531600e-06,0.0023
5.531800e-06,0.0015
5.532000e-06,-0.0009
5.532200e-06,-0.0015
5.532400e-06,-0.0011
5.532600e-06,0.0011
5.532800e-06,0.0029
5.533000e-06,0.0017
5.533200e-06,-0.0005
5.533400e-06,-0.0023
5.533600e-06,-0.0017
5.533800e-06,0.0009
5.534000e-06,0.0025
5.534200e-06,0.0025
5.534400e-06,0.0001
5.534600e-06,-0.0013
5.534800e-06,-0.0017
5.535000e-06,0.0003
5.535200e-06,0.0019
5.535400e-06,0.0025
5.535600e-06,0.0013
5.535800e-06,-0.0003
5.536000e-06,-0.0009
5.536200e-06,-0.0003
5.536400e-06,0.0007
5.536600e-06,0.0021
5.536800e-06,0.0021
5.537000e-06,0.0011
5.537200e-06,-0.0005
5.537400e-06,-0.0015
5.537600e-06,-0.0005
5.537800e-06,0.0017
5.538000e-06,0.0031
5.538200e-06,0.0017
5.538400e-06,-0.0009
5.538600e-06,-0.0023
5.538800e-06,-0.0015
5.539000e-06,0.0015
5.539200e-06,0.0035
5.539400e-06,0.0027
5.539600e-06,-0.0007
5.539800e-06,-0.0021
5.540000e-06,-0.0019
5.540200e-06,0.0009
5.540400e-06,0.0031
5.540600e-06,0.0027
5.540800e-06,-0.0001
5.541000e-06,-0.0017
5.541200e-06,-0.0019
5.541400e-06,0.0009
5.541600e-06,0.0027
5.541800e-06,0.0023
5.542000e-06,0.0013
5.542200e-06,-0.0005
5.542400e-06,-0.0013
5.542600e-06,-0.0007
5.542800e-06,0.0011
5.543000e-06,0.0021
5.543200e-06,0.0017
5.543400e-06,0.0003
5.543600e-06,-0.0015
5.543800e-06,-0.0017
5.544000e-06,-0.0003
5.544200e-06,0.0025
5.544400e-06,0.0027
5.544600e-06,0.0013
5.544800e-06,-0.0009
5.545000e-06,-0.0019
5.545200e-06,-0.0011
5.545400e-06,0.0015
5.545600e-06,0.0031
5.545800e-06,0.0019
5.546000e-06,-0.0011
5.546200e-06,-0.0023
5.546400e-06,-0.0007
5.546600e-06,0.0019
5.546800e-06,0.0031
5.547000e-06,0.0019
5.547200e-06,-0.0007
5.547400e-06,-0.0015
5.547600e-06,-0.0005
5.547800e-06,0.0015
5.548000e-06,0.0019
5.548200e-06,0.0015
5.548400e-06,0.0007
5.548600e-06,-0.0005
5.548800e-06,-0.0005
5.549000e-06,0.0003
5.549200e-06,0.0007
5.549400e-06,0.0015
5.549600e-06,0.0015
5.549800e-06,0.0007
5.550000e-06,-0.0005
5.550200e-06,-0.0009
5.550400e-06,0.0001
5.550600e-06,0.0015
5.550800e-06,0.0027
5.551000e-06,0.0013
5.551200e-06,-0.0007
5.551400e-06,-0.0019
5.551600e-06,-0.0003
5.551800e-06,0.0021
5.552000e-06,0.0027
5.552200e-06,0.0011
5.552400e-06,-0.0011
5.552600e-06,-0.0015
5.552800e-06,0.0001
5.553000e-06,0.0015
5.553200e-06,0.0021
5.553400e-06,0.0009
5.553600e-06,-0.0009
5.553800e-06,-0.0011
5.554000e-06,0.0001
5.554200e-06,0.0017
5.554400e-06,0.0015
5.554600e-06,0.0001
5.554800e-06,-0.0005
5.555000e-06,-0.0001
5.555200e-06,0.0005
5.555400e-06,0.0007
5.555600e-06,0.0005
5.555800e-06,0.0007
5.556000e-06,0.0009
5.556200e-06,0.0009
5.556400e-06,0.0007
5.556600e-06,0.0003
5.556800e-06,0.0001
5.557000e-06,0.0005
5.557200e-06,0.0013
5.557400e-06,0.0007
5.557600e-06,0.0001
5.557800e-06,-0.0003
5.558000e-06,0.0003
5.558200e-06,0.0011
5.558400e-06,0.0015
5.558600e-06,0.0005
5.558800e-06,-0.0001
5.559000e-06,0.0003
5.559200e-06,0.0009
5.559400e-06,0.0015
5.559600e-06,0.0005
5.559800e-06,-0.0001
5.560000e-06,-0.0001
5.560200e-06,0.0007
5.560400e-06,0.0011
5.560600e-06,0.0013
5.560800e-06,0.0003
5.561000e-06,-0.0003
5.561200e-06,-0.0005
5.561400e-06,0.0009
5.561600e-06,0.0017
5.561800e-06,0.0011
5.562000e-06,-0.0005
5.562200e-06,-0.0005
5.562400e-06,0.0001
5.562600e-06,0.0011
5.562800e-06,0.0015
5.563000e-06,0.0007
5.563200e-06,-0.0005
5.563400e-06,-0.0005
5.563600e-06,0.0005
5.563800e-06,0.0015
5.564000e-06,0.0013
5.564200e-06,0.0005
5.564400e-06,-0.0005
5.564600e-06,-0.0003
5.564800e-06,0.0001
5.565000e-06,0.0005
5.565200e-06,0.0007
5.565400e-06,0.0009
5.565600e-06,0.0011
5.565800e-06,0.0003
5.566000e-06,-0.0001
5.566200e-06,-0.0001
5.566400e-06,0.0001
5.566600e-06,0.0015
5.566800e-06,0.0017
5.567000e-06,0.0005
5.567200e-06,-0.0013
5.567400e-06,-0.0015
5.567600e-06,0.0005
5.567800e-06,0.0021
5.568000e-06,0.0023
5.568200e-06,0.0005
5.568400e-06,-0.0013
5.568600e-06,-0.0011
5.568800e-06,0.0005
5.569000e-06,0.0023
5.569200e-06,0.0019
5.569400e-06,0.0003
5.569600e-06,-0.0011
5.569800e-06,-0.0009
5.570000e-06,0.0003
5.570200e-06,0.0013
5.570400e-06,0.0013
5.570600e-06,0.0005
5.570800e-06,-0.0007
5.571000e-06,-0.0007
5.571200e-06,-0.0003
5.571400e-06,0.0009
5.571600e-06,0.0007
5.571800e-06,0.0011
5.572000e-06,0.0005
5.572200e-06,-0.0001
5.572400e-06,-0.0001
5.572600e-06,0.0007
5.572800e-06,0.0015
5.573000e-06,0.0013
5.573200e-06,0.0009
5.573400e-06,0.0001
5.573600e-06,-0.0013
5.573800e-06,-0.0007
5.574000e-06,0.0007
5.574200e-06,0.0023
5.574400e-06,0.0015
5.574600e-06,-0.0003
5.574800e-06,-0.0013
5.575000e-06,-0.0011
5.575200e-06,0.0009
5.575400e-06,0.0021
5.575600e-06,0.0011
5.575800e-06,-0.0005
5.576000e-06,-0.0013
5.576200e-06,-0.0001
5.576400e-06,0.0013
5.576600e-06,0.0017
5.576800e-06,0.0013
5.577000e-06,0.0003
5.577200e-06,0.0001
5.577400e-06,0.0007
5.577600e-06,0.0009
5.577800e-06,0.0009
5.578000e-06,0.0005
5.578200e-06,0.0003
5.578400e-06,0.0001
5.578600e-06,0.0009
5.578800e-06,0.0007
5.579000e-06,0.0003
5.579200e-06,0.0003
5.579400e-06,0.0005
5.579600e-06,0.0007
5.579800e-06,0.0005
5.580000e-06,-0.0003
5.580200e-06,-0.0001
5.580400e-06,0.0005
5.580600e-06,0.0013
5.580800e-06,0.0005
5.581000e-06,-0.0005
5.581200e-06,-0.0001
5.581400e-06,0.0009
5.581600e-06,0.0013
5.581800e-06,0.0009
5.582000e-06,0.0003
5.582200e-06,-0.0005
5.582400e-06,0.0001
5.582600e-06,0.0013
5.582800e-06,0.0019
5.583000e-06,0.0007
5.583200e-06,-0.0011
5.583400e-06,-0.0001
5.583600e-06,0.0007
5.583800e-06,0.0013
5.584000e-06,0.0015
5.584200e-06,0.0009
5.584400e-06,-0.0003
5.584600e-06,-0.0005
5.584800e-06,0.0009
5.585000e-06,0.0011
5.585200e-06,0.0005
5.585400e-06,-0.0005
5.585600e-06,-0.0007
5.585800e-06,-0.0003
5.586000e-06,0.0005
5.586200e-06,0.0013
5.586400e-06,0.0007
5.586600e-06,0.0003
5.586800e-06,-0.0001
5.587000e-06,0.0003
5.587200e-06,0.0001
5.587400e-06,0.0005
5.587600e-06,0.0011
5.587800e-06,0.0015
5.588000e-06,0.0009
5.588200e-06,-0.0001
5.588400e-06,-0.0007
5.588600e-06,0.0003
5.588800e-06,0.0017
5.589000e-06,0.0021
5.589200e-06,0.0011
5.589400e-06,-0.0005
5.589600e-06,-0.0011
5.589800e-06,-0.0003
5.590000e-06,0.0019
5.590200e-06,0.0025
5.590400e-06,0.0005
5.590600e-06,-0.0011
5.590800e-06,-0.0021
5.591000e-06,-0.0005
5.591200e-06,0.0015
5.591400e-06,0.0019
5.591600e-06,0.0011
5.591800e-06,-0.0001
5.592000e-06,-0.0011
5.592200e-06,-0.0003
5.592400e-06,0.0013
5.592600e-06,0.0019
5.592800e-06,0.0013
5.593000e-06,0.0003
5.593200e-06,-0.0005
5.593400e-06,-0.0001
5.593600e-06,0.0009
5.593800e-06,0.0017
5.594000e-06,0.0017
5.594200e-06,0.0015
5.594400e-06,-0.0003
5.594600e-06,-0.0015
5.594800e-06,-0.0007
5.595000e-06,0.0011
5.595200e-06,0.0019
5.595400e-06,0.0019
5.595600e-06,0.0001
5.595800e-06,-0.0013
5.596000e-06,-0.0013
5.596200e-06,0.0011
5.596400e-06,0.0027
5.596600e-06,0.0027
5.596800e-06,0.0011
5.597000e-06,-0.0011
5.597200e-06,-0.0017
5.597400e-06,0.0009
5.597600e-06,0.0031
5.597800e-06,0.0029
5.598000e-06,0.0009
5.598200e-06,-0.0009
5.598400e-06,-0.0011
5.598600e-06,0.0005
5.598800e-06,0.0019
5.599000e-06,0.0017
5.599200e-06,0.0011
5.599400e-06,-0.0003
5.599600e-06,-0.0015
5.599800e-06,-0.0003
5.600000e-06,0.0011
5.600200e-06,0.0021
5.600400e-06,0.0013
5.600600e-06,-0.0001
5.600800e-06,-0.0003
5.601000e-06,-0.0007
5.601200e-06,0.0007
5.601400e-06,0.0017
5.601600e-06,0.0021
5.601800e-06,0.0013
5.602000e-06,-0.0003
5.602200e-06,-0.0015
5.602400e-06,-0.0013
5.602600e-06,0.0009
5.602800e-06,0.0029
5.603000e-06,0.0021
5.603200e-06,-0.0003
5.603400e-06,-0.0015
5.603600e-06,-0.0007
5.603800e-06,0.0009
5.604000e-06,0.0021
5.604200e-06,0.0017
5.604400e-06,-0.0001
5.604600e-06,-0.0007
5.604800e-06,-0.0007
5.605000e-06,0.0003
5.605200e-06,0.0011
5.605400e-06,0.0017
5.605600e-06,0.0007
5.605800e-06,-0.0003
5.606000e-06,-0.0005
5.606200e-06,0.0005
5.606400e-06,0.0007
5.606600e-06,0.0005
5.606800e-06,0.0007
5.607000e-06,0.0001
5.607200e-06,-0.0003
5.607400e-06,-0.0003
5.607600e-06,0.0005
5.607800e-06,0.0011
5.608000e-06,0.0007
5.608200e-06,0.0007
5.608400e-06,0.0005
5.608600e-06,-0.0001
5.608800e-06,0.0001
5.609000e-06,0.0009
5.609200e-06,0.0007
5.609400e-06,0.0003
5.609600e-06,-0.0001
5.609800e-06,-0.0005
5.610000e-06,0.0001
5.610200e-06,0.0007
5.610400e-06,0.0011
5.610600e-06,0.0005
5.610800e-06,0.0001
