
Zeit;Weg;Kraft;Biegespannung;
216.43;28.871;743.40;108.60;
216.43;28.871;742.90;108.53;
216.44;28.872;742.90;108.53;
216.45;28.872;742.20;108.43;
216.45;28.873;743.00;108.55;
216.46;28.874;743.30;108.59;
216.46;28.874;743.70;108.65;
216.46;28.875;743.40;108.60;
216.47;28.875;742.80;108.52;
216.48;28.876;742.80;108.52;
216.48;28.877;742.70;108.50;
216.49;28.878;742.80;108.52;
216.49;28.878;742.50;108.47;
216.49;28.879;742.10;108.41;
216.50;28.879;741.70;108.36;
216.51;28.880;743.10;108.56;
216.51;28.881;743.30;108.59;
216.51;28.882;744.60;108.78;
216.52;28.882;745.30;108.88;
216.52;28.883;744.20;108.72;
216.53;28.883;744.60;108.78;
216.54;28.884;743.90;108.68;
216.54;28.885;744.20;108.72;
216.54;28.885;744.60;108.78;
216.55;28.886;744.90;108.82;
216.55;28.887;744.90;108.82;
216.56;28.888;745.10;108.85;
216.57;28.888;744.90;108.82;
216.57;28.889;744.50;108.77;
216.57;28.889;745.20;108.87;
216.58;28.890;744.20;108.72;
216.59;28.891;744.70;108.79;
216.59;28.892;745.90;108.97;
216.60;28.892;744.90;108.82;
216.60;28.893;745.70;108.94;
216.60;28.893;744.90;108.82;
216.61;28.894;744.30;108.74;
216.62;28.895;745.00;108.84;
216.62;28.896;744.60;108.78;
216.63;28.896;745.20;108.87;
216.63;28.897;745.20;108.87;
216.63;28.897;745.30;108.88;
216.64;28.898;745.20;108.87;
216.65;28.899;745.10;108.85;
216.65;28.899;744.80;108.81;
216.65;28.900;744.70;108.79;
216.66;28.901;744.70;108.79;
216.66;28.902;744.80;108.81;
216.67;28.902;744.90;108.82;
216.68;28.903;744.70;108.79;
216.68;28.903;744.80;108.81;
216.68;28.904;745.50;108.91;
216.69;28.905;745.90;108.97;
216.70;28.906;746.60;109.07;
216.70;28.906;746.80;109.10;
216.71;28.907;746.40;109.04;
216.71;28.907;746.20;109.01;
216.71;28.908;745.80;108.96;
216.72;28.909;745.70;108.94;
216.73;28.910;745.50;108.91;
216.73;28.910;745.40;108.90;
216.74;28.911;745.70;108.94;
216.74;28.912;746.20;109.01;
216.74;28.912;746.80;109.10;
216.75;28.913;747.80;109.25;
216.76;28.913;747.60;109.22;
216.76;28.914;747.70;109.23;
216.76;28.915;746.90;109.12;
216.77;28.916;747.00;109.13;
216.77;28.916;747.30;109.17;
216.78;28.917;747.60;109.22;
216.79;28.917;748.30;109.32;
216.79;28.918;747.80;109.25;
216.79;28.919;747.60;109.22;
216.80;28.920;747.90;109.26;
216.80;28.920;747.20;109.16;
216.81;28.921;747.60;109.22;
216.82;28.921;747.70;109.23;
216.82;28.922;746.60;109.07;
216.82;28.923;746.70;109.09;
216.83;28.924;745.20;108.87;
216.84;28.924;744.30;108.74;
216.84;28.925;743.50;108.62;
216.85;28.926;742.60;108.49;
216.85;28.926;742.20;108.43;
216.85;28.927;741.40;108.31;
216.86;28.927;741.70;108.36;
216.87;28.928;741.90;108.39;
216.87;28.929;742.20;108.43;
216.88;28.930;743.20;108.58;
216.88;28.930;743.30;108.59;
216.88;28.931;743.20;108.58;
216.89;28.931;743.50;108.62;
216.90;28.932;742.90;108.53;
216.90;28.933;743.30;108.59;
216.90;28.934;743.50;108.62;
216.91;28.934;742.90;108.53;
216.91;28.935;742.80;108.52;
216.92;28.935;742.00;108.40;
216.93;28.936;742.10;108.41;
216.93;28.937;742.80;108.52;
216.93;28.938;743.30;108.59;
216.94;28.938;743.60;108.63;
216.95;28.939;743.90;108.68;
216.95;28.940;743.80;108.66;
216.96;28.940;744.10;108.71;
216.96;28.941;743.90;108.68;
216.96;28.941;743.30;108.59;
216.97;28.942;743.10;108.56;
216.98;28.943;742.60;108.49;
216.98;28.944;742.80;108.52;
216.99;28.944;743.30;108.59;
216.99;28.945;743.30;108.59;
216.99;28.945;743.30;108.59;
217.00;28.946;743.40;108.60;
217.01;28.947;743.50;108.62;
217.01;28.948;743.50;108.62;
217.01;28.948;743.50;108.62;
217.02;28.949;743.70;108.65;
217.02;28.949;742.80;108.52;
217.03;28.950;742.40;108.46;
217.04;28.951;742.90;108.53;
217.04;28.951;742.30;108.44;
217.04;28.952;742.40;108.46;
217.05;28.953;743.00;108.55;
217.05;28.954;743.10;108.56;
217.06;28.954;743.40;108.60;
217.07;28.955;744.40;108.75;
217.07;28.955;744.00;108.69;
217.07;28.956;744.40;108.75;
217.08;28.957;744.90;108.82;
217.09;28.958;744.50;108.77;
217.09;28.958;745.20;108.87;
217.10;28.959;744.80;108.81;
217.10;28.959;744.00;108.69;
217.10;28.960;744.00;108.69;
217.11;28.961;743.70;108.65;
217.12;28.962;743.70;108.65;
217.12;28.962;743.70;108.65;
217.13;28.963;743.50;108.62;
217.13;28.963;743.30;108.59;
217.13;28.964;742.60;108.49;
217.14;28.965;742.90;108.53;
217.15;28.965;743.30;108.59;
217.15;28.966;743.30;108.59;
217.15;28.967;744.30;108.74;
217.16;28.968;744.90;108.82;
217.16;28.968;745.20;108.87;
217.17;28.969;746.00;108.98;
217.18;28.969;746.10;109.00;
217.18;28.970;745.70;108.94;
217.18;28.971;745.20;108.87;
217.19;28.972;745.50;108.91;
217.20;28.972;745.10;108.85;
217.20;28.973;744.90;108.82;
217.21;28.973;745.30;108.88;
217.21;28.974;744.70;108.79;
217.21;28.975;745.30;108.88;
217.22;28.976;745.40;108.90;
217.23;28.976;745.10;108.85;
217.23;28.977;745.20;108.87;
217.24;28.978;745.30;108.88;
217.24;28.978;745.60;108.93;
217.24;28.979;746.60;109.07;
217.25;28.979;746.70;109.09;
217.26;28.980;746.50;109.06;
217.26;28.981;746.10;109.00;
217.26;28.982;745.60;108.93;
217.27;28.982;745.80;108.96;
217.27;28.983;745.50;108.91;
217.28;28.983;746.10;109.00;
217.29;28.984;746.50;109.06;
217.29;28.985;746.40;109.04;
217.29;28.986;746.60;109.07;
217.30;28.986;746.60;109.07;
217.30;28.987;746.70;109.09;
217.31;28.987;746.40;109.04;
217.32;28.988;746.10;109.00;
217.32;28.989;745.60;108.93;
217.32;28.990;744.30;108.74;
217.33;28.990;744.70;108.79;
217.34;28.991;744.80;108.81;
217.34;28.992;744.40;108.75;
217.35;28.992;745.60;108.93;
217.35;28.993;745.30;108.88;
217.35;28.993;745.40;108.90;
217.36;28.994;746.10;109.00;
217.37;28.995;745.60;108.93;
217.37;28.996;745.60;108.93;
217.38;28.997;745.90;108.97;
217.38;28.997;746.50;109.06;
217.38;28.997;746.90;109.12;
217.39;28.998;746.90;109.12;
217.40;28.999;746.60;109.07;
217.40;29.000;746.10;109.00;
217.40;29.000;746.00;108.98;
217.41;29.001;745.40;108.90;
217.41;29.001;744.30;108.74;
217.42;29.002;742.90;108.53;
217.43;29.003;742.00;108.40;
217.43;29.003;741.90;108.39;
217.43;29.004;742.70;108.50;
217.44;29.005;743.00;108.55;
217.45;29.006;743.20;108.58;
217.45;29.006;744.00;108.69;
217.46;29.007;743.70;108.65;
217.46;29.007;743.90;108.68;
217.46;29.008;743.30;108.59;
217.47;29.009;743.00;108.55;
217.48;29.010;743.00;108.55;
217.48;29.010;743.50;108.62;
217.49;29.011;743.90;108.68;
217.49;29.011;743.30;108.59;
217.49;29.012;743.20;108.58;
217.50;29.013;742.60;108.49;
217.51;29.014;742.40;108.46;
217.51;29.014;742.60;108.49;
217.51;29.015;742.70;108.50;
217.52;29.015;742.60;108.49;
217.52;29.016;743.20;108.58;
217.53;29.017;743.50;108.62;
217.54;29.017;744.10;108.71;
217.54;29.018;744.40;108.75;
217.54;29.019;744.50;108.77;
217.55;29.020;744.60;108.78;
217.55;29.020;744.60;108.78;
217.56;29.021;744.20;108.72;
217.57;29.021;743.60;108.63;
217.57;29.022;744.00;108.69;
217.57;29.023;743.70;108.65;
217.58;29.024;744.20;108.72;
217.59;29.024;745.00;108.84;
217.59;29.025;745.10;108.85;
217.60;29.025;744.90;108.82;
217.60;29.026;745.00;108.84;
217.60;29.027;744.50;108.77;
217.61;29.028;743.80;108.66;
217.62;29.028;744.10;108.71;
217.62;29.029;743.80;108.66;
217.63;29.029;744.50;108.77;
217.63;29.030;745.00;108.84;
217.63;29.031;744.90;108.82;
217.64;29.031;745.20;108.87;
217.65;29.032;745.00;108.84;
217.65;29.033;744.80;108.81;
217.65;29.034;744.80;108.81;
217.66;29.034;745.30;108.88;
217.66;29.035;745.10;108.85;
217.67;29.035;745.50;108.91;
217.68;29.036;746.20;109.01;
217.68;29.037;746.30;109.03;
217.68;29.038;746.70;109.09;
217.69;29.038;747.40;109.19;
217.70;29.039;747.20;109.16;
217.70;29.039;747.40;109.19;
217.71;29.040;748.20;109.31;
217.71;29.041;747.80;109.25;
217.71;29.042;747.70;109.23;
217.72;29.042;746.40;109.04;
217.73;29.043;745.40;108.90;
217.73;29.044;745.50;108.91;
217.74;29.044;745.10;108.85;
217.74;29.045;746.00;108.98;
217.74;29.045;746.40;109.04;
217.75;29.046;746.30;109.03;
217.76;29.047;746.60;109.07;
217.76;29.048;746.80;109.10;
217.76;29.049;746.30;109.03;
217.77;29.049;746.10;109.00;
217.77;29.049;746.60;109.07;
217.78;29.050;746.80;109.10;
217.79;29.051;747.10;109.15;
217.79;29.052;747.20;109.16;
217.79;29.052;746.70;109.09;
217.80;29.053;746.70;109.09;
217.80;29.053;746.60;109.07;
217.81;29.055;746.90;109.12;
217.82;29.055;747.20;109.16;
217.82;29.056;747.70;109.23;
217.82;29.056;748.00;109.28;
217.83;29.057;747.30;109.17;
217.84;29.058;747.10;109.15;
217.84;29.059;746.40;109.04;
217.85;29.059;746.60;109.07;
217.85;29.059;747.10;109.15;
217.85;29.060;747.60;109.22;
217.86;29.061;747.40;109.19;
217.87;29.062;747.70;109.23;
217.87;29.063;748.10;109.29;
217.88;29.063;748.40;109.34;
217.88;29.063;749.00;109.42;
217.88;29.065;748.80;109.39;
217.89;29.065;748.40;109.34;
217.90;29.066;748.90;109.41;
217.90;29.066;749.30;109.47;
217.90;29.067;748.90;109.41;
217.91;29.067;750.00;109.57;
217.91;29.069;748.80;109.39;
217.92;29.069;748.20;109.31;
217.93;29.069;748.10;109.29;
217.93;29.070;747.30;109.17;
217.93;29.071;747.10;109.15;
217.94;29.072;747.40;109.19;
217.95;29.072;747.70;109.23;
217.95;29.073;747.10;109.15;
217.96;29.073;746.80;109.10;
217.96;29.074;745.90;108.97;
217.96;29.075;745.10;108.85;
217.97;29.076;744.60;108.78;
217.98;29.076;744.00;108.69;
217.98;29.077;743.60;108.63;
217.99;29.077;743.50;108.62;
217.99;29.078;744.00;108.69;
217.99;29.079;745.20;108.87;
218.00;29.080;745.90;108.97;
218.01;29.080;745.50;108.91;
218.01;29.081;744.80;108.81;
218.01;29.081;744.20;108.72;
218.02;29.082;743.60;108.63;
218.02;29.083;743.60;108.63;
218.03;29.083;743.70;108.65;
218.04;29.084;743.60;108.63;
218.04;29.085;744.20;108.72;
218.04;29.086;744.40;108.75;
218.05;29.086;744.20;108.72;
218.05;29.087;744.00;108.69;
218.06;29.087;743.70;108.65;
218.07;29.088;743.70;108.65;
218.07;29.089;743.60;108.63;
218.07;29.090;744.40;108.75;
218.08;29.090;744.20;108.72;
218.09;29.091;745.00;108.84;
218.09;29.091;745.50;108.91;
218.10;29.093;745.50;108.91;
218.10;29.093;745.60;108.93;
218.10;29.094;744.80;108.81;
218.11;29.094;745.10;108.85;
218.12;29.095;745.20;108.87;
218.12;29.096;746.40;109.04;
218.13;29.096;747.30;109.17;
218.13;29.097;746.90;109.12;
218.13;29.097;746.20;109.01;
218.14;29.098;745.00;108.84;
218.15;29.099;743.70;108.65;
218.15;29.100;743.90;108.68;
218.15;29.100;743.60;108.63;
218.16;29.101;744.20;108.72;
218.16;29.101;744.60;108.78;
218.17;29.102;745.40;108.90;
218.18;29.103;745.70;108.94;
218.18;29.104;745.80;108.96;
218.18;29.104;745.70;108.94;
218.19;29.105;744.70;108.79;
218.20;29.105;744.60;108.78;
218.20;29.107;745.00;108.84;
218.21;29.107;745.50;108.91;
218.21;29.108;745.90;108.97;
218.21;29.108;746.40;109.04;
218.22;29.109;745.70;108.94;
218.23;29.110;745.30;108.88;
218.23;29.111;745.90;108.97;
218.24;29.111;746.00;108.98;
218.24;29.111;746.10;109.00;
218.24;29.112;746.20;109.01;
218.25;29.113;746.40;109.04;
218.26;29.114;746.50;109.06;
218.26;29.114;746.50;109.06;
218.26;29.115;746.70;109.09;
218.27;29.115;746.30;109.03;
218.27;29.116;746.50;109.06;
218.28;29.117;746.20;109.01;
218.29;29.118;745.90;108.97;
218.29;29.118;745.70;108.94;
218.29;29.119;745.50;108.91;
218.30;29.119;745.60;108.93;
218.30;29.121;745.60;108.93;
218.31;29.121;746.30;109.03;
218.32;29.122;746.20;109.01;
218.32;29.122;747.00;109.13;
218.32;29.123;747.20;109.16;
218.33;29.124;746.70;109.09;
218.34;29.125;747.30;109.17;
218.34;29.125;747.10;109.15;
218.35;29.125;746.70;109.09;
218.35;29.126;747.30;109.17;
218.35;29.127;746.00;108.98;
218.36;29.128;745.60;108.93;
218.37;29.128;746.30;109.03;
218.37;29.129;745.90;108.97;
218.38;29.129;746.50;109.06;
218.38;29.130;747.00;109.13;
218.38;29.131;746.40;109.04;
218.39;29.132;746.70;109.09;
218.40;29.132;747.10;109.15;
218.40;29.133;746.90;109.12;
218.40;29.133;747.40;109.19;
218.41;29.134;747.00;109.13;
218.41;29.135;747.20;109.16;
218.42;29.135;747.60;109.22;
218.43;29.136;747.60;109.22;
218.43;29.137;747.50;109.20;
218.43;29.138;747.40;109.19;
218.44;29.138;747.10;109.15;
218.45;29.139;747.10;109.15;
218.45;29.139;748.00;109.28;
218.46;29.140;747.80;109.25;
218.46;29.141;748.00;109.28;
218.46;29.142;747.60;109.22;
218.47;29.142;747.00;109.13;
218.48;29.143;747.40;109.19;
218.48;29.143;746.70;109.09;
218.49;29.144;746.80;109.10;
218.49;29.145;746.50;109.06;
218.49;29.146;745.70;108.94;
218.50;29.146;746.20;109.01;
218.51;29.147;746.00;108.98;
218.51;29.147;745.60;108.93;
218.51;29.148;745.40;108.90;
218.52;29.149;744.40;108.75;
218.52;29.149;744.60;108.78;
218.53;29.150;744.50;108.77;
218.54;29.151;744.00;108.69;
218.54;29.152;744.50;108.77;
218.54;29.152;744.10;108.71;
218.55;29.153;744.40;108.75;
218.55;29.153;744.80;108.81;
218.56;29.154;744.60;108.78;
218.57;29.155;744.50;108.77;
218.57;29.156;744.50;108.77;
218.57;29.156;744.80;108.81;
218.58;29.157;745.10;108.85;
218.59;29.157;745.30;108.88;
218.59;29.158;745.20;108.87;
218.60;29.159;745.20;108.87;
218.60;29.160;744.80;108.81;
218.60;29.160;745.20;108.87;
218.61;29.160;745.70;108.94;
218.62;29.162;745.30;108.88;
218.62;29.162;745.30;108.88;
218.63;29.163;745.30;108.88;
218.63;29.163;745.20;108.87;
218.63;29.164;745.40;108.90;
218.64;29.165;745.40;108.90;
218.65;29.166;745.40;108.90;
218.65;29.166;745.90;108.97;
218.65;29.167;746.20;109.01;
218.66;29.167;747.10;109.15;
218.66;29.168;747.60;109.22;
218.67;29.169;746.70;109.09;
218.68;29.170;747.50;109.20;
218.68;29.170;747.10;109.15;
218.68;29.171;747.20;109.16;
218.69;29.171;747.50;109.20;
218.70;29.172;746.30;109.03;
218.70;29.173;746.40;109.04;
218.71;29.174;746.30;109.03;
218.71;29.174;745.40;108.90;
218.71;29.175;746.00;108.98;
218.72;29.176;746.00;108.98;
218.73;29.176;746.00;108.98;
218.73;29.177;747.30;109.17;
218.74;29.177;747.40;109.19;
218.74;29.178;747.20;109.16;
218.74;29.179;747.00;109.13;
218.75;29.180;746.60;109.07;
218.76;29.180;746.30;109.03;
218.76;29.181;746.40;109.04;
218.76;29.181;746.60;109.07;
218.77;29.182;746.50;109.06;
218.77;29.183;746.70;109.09;
218.78;29.184;746.30;109.03;
218.79;29.184;746.80;109.10;
218.79;29.185;746.70;109.09;
218.79;29.185;746.80;109.10;
218.80;29.186;747.10;109.15;
218.80;29.187;746.90;109.12;
218.81;29.188;747.30;109.17;
218.82;29.188;747.80;109.25;
218.82;29.189;748.40;109.34;
218.82;29.190;748.40;109.34;
218.83;29.190;748.30;109.32;
218.84;29.191;748.80;109.39;
218.84;29.191;748.60;109.36;
218.85;29.192;749.00;109.42;
218.85;29.193;749.70;109.53;
218.85;29.194;749.60;109.51;
218.86;29.194;749.70;109.53;
218.87;29.195;749.90;109.55;
218.87;29.195;750.00;109.57;
218.88;29.196;749.50;109.50;
218.88;29.197;749.10;109.44;
218.88;29.198;748.30;109.32;
218.89;29.198;748.00;109.28;
218.90;29.199;749.00;109.42;
218.90;29.199;748.80;109.39;
218.90;29.200;748.80;109.39;
218.91;29.201;749.30;109.47;
218.91;29.201;748.90;109.41;
218.92;29.202;749.40;109.48;
218.93;29.203;750.20;109.60;
218.93;29.204;749.40;109.48;
218.93;29.204;749.20;109.45;
218.94;29.205;749.50;109.50;
218.95;29.205;749.40;109.48;
218.95;29.206;749.60;109.51;
218.96;29.207;749.60;109.51;
218.96;29.208;749.60;109.51;
218.96;29.208;749.20;109.45;
218.97;29.209;749.50;109.50;
218.98;29.209;749.30;109.47;
218.98;29.210;749.30;109.47;
218.99;29.211;749.30;109.47;
218.99;29.212;748.90;109.41;
218.99;29.212;749.20;109.45;
219.00;29.213;749.00;109.42;
219.01;29.213;748.40;109.34;
219.01;29.214;748.80;109.39;
219.01;29.215;748.80;109.39;
219.02;29.215;747.60;109.22;
219.02;29.216;747.30;109.17;
219.03;29.217;745.90;108.97;
219.04;29.218;744.90;108.82;
219.04;29.218;744.80;108.81;
219.04;29.219;744.30;108.74;
219.05;29.219;744.70;108.79;
219.05;29.220;743.90;108.68;
219.06;29.221;744.40;108.75;
219.07;29.222;744.70;108.79;
219.07;29.222;744.90;108.82;
219.07;29.223;745.90;108.97;
219.08;29.223;745.30;108.88;
219.09;29.224;745.20;108.87;
219.09;29.225;744.80;108.81;
219.10;29.226;744.60;108.78;
219.10;29.226;744.80;108.81;
219.10;29.227;745.30;108.88;
219.11;29.228;746.20;109.01;
219.12;29.228;746.00;108.98;
219.12;29.229;746.50;109.06;
219.13;29.229;745.90;108.97;
219.13;29.230;744.90;108.82;
219.13;29.231;745.00;108.84;
219.14;29.232;744.50;108.77;
219.15;29.232;744.60;108.78;
219.15;29.233;744.90;108.82;
219.15;29.233;745.30;108.88;
219.16;29.234;745.40;108.90;
219.16;29.235;745.30;108.88;
219.17;29.236;745.60;108.93;
219.18;29.236;745.00;108.84;
219.18;29.237;745.00;108.84;
219.18;29.237;745.50;108.91;
219.19;29.238;745.40;108.90;
219.20;29.239;745.90;108.97;
219.20;29.240;746.10;109.00;
219.21;29.240;746.50;109.06;
219.21;29.241;746.50;109.06;
219.21;29.242;747.10;109.15;
219.22;29.242;747.20;109.16;
219.23;29.243;747.00;109.13;
219.23;29.243;747.30;109.17;
219.24;29.244;747.20;109.16;
219.24;29.245;747.00;109.13;
219.24;29.246;747.20;109.16;
219.25;29.247;746.90;109.12;
219.26;29.247;746.60;109.07;
219.26;29.247;746.90;109.12;
219.26;29.248;747.30;109.17;
219.27;29.249;747.80;109.25;
219.27;29.250;747.50;109.20;
219.28;29.250;747.70;109.23;
219.29;29.251;747.30;109.17;
219.29;29.251;747.30;109.17;
219.29;29.252;747.60;109.22;
219.30;29.253;747.00;109.13;
219.30;29.253;747.20;109.16;
219.31;29.254;746.50;109.06;
219.32;29.255;746.50;109.06;
219.32;29.256;747.20;109.16;
219.32;29.256;746.70;109.09;
219.33;29.257;746.90;109.12;
219.34;29.257;747.50;109.20;
219.34;29.258;747.30;109.17;
219.35;29.259;747.60;109.22;
219.35;29.260;748.20;109.31;
219.35;29.260;747.50;109.20;
219.36;29.261;747.80;109.25;
219.37;29.261;747.10;109.15;
219.37;29.262;747.20;109.16;
219.38;29.263;747.40;109.19;
219.38;29.264;747.60;109.22;
219.38;29.264;748.30;109.32;
219.39;29.265;748.00;109.28;
219.40;29.265;747.90;109.26;
219.40;29.266;747.20;109.16;
219.40;29.267;747.60;109.22;
219.41;29.267;748.20;109.31;
219.41;29.268;747.80;109.25;
219.42;29.269;748.20;109.31;
219.43;29.270;747.90;109.26;
219.43;29.270;748.00;109.28;
219.43;29.271;747.90;109.26;
219.44;29.271;748.10;109.29;
219.45;29.272;748.50;109.35;
219.45;29.273;747.70;109.23;
219.46;29.274;748.10;109.29;
219.46;29.274;748.00;109.28;
219.46;29.275;747.80;109.25;
219.47;29.275;747.60;109.22;
219.48;29.276;748.20;109.31;
219.48;29.277;748.00;109.28;
219.49;29.278;748.10;109.29;
219.49;29.278;748.90;109.41;
219.49;29.279;748.90;109.41;
219.50;29.279;749.90;109.55;
219.51;29.280;749.20;109.45;
219.51;29.281;748.40;109.34;
219.51;29.281;747.90;109.26;
219.52;29.282;747.40;109.19;
219.52;29.283;747.70;109.23;
219.53;29.284;748.00;109.28;
219.54;29.284;748.40;109.34;
219.54;29.285;747.80;109.25;
219.54;29.285;747.40;109.19;
219.55;29.286;747.70;109.23;
219.55;29.287;748.10;109.29;
219.56;29.288;749.40;109.48;
219.57;29.288;749.30;109.47;
219.57;29.289;749.40;109.48;
219.57;29.289;749.00;109.42;
219.58;29.290;747.90;109.26;
219.59;29.291;748.40;109.34;
219.59;29.292;748.10;109.29;
219.60;29.292;747.90;109.26;
219.60;29.293;747.80;109.25;
219.60;29.294;747.40;109.19;
219.61;29.294;746.60;109.07;
219.62;29.295;745.70;108.94;
219.62;29.295;744.60;108.78;
219.63;29.296;743.70;108.65;
219.63;29.297;743.80;108.66;
219.63;29.298;743.70;108.65;
219.64;29.298;744.40;108.75;
219.65;29.299;745.00;108.84;
219.65;29.299;745.10;108.85;
219.65;29.300;745.00;108.84;
219.66;29.301;745.30;108.88;
219.66;29.302;745.50;108.91;
219.67;29.302;745.40;108.90;
219.68;29.303;746.20;109.01;
219.68;29.303;747.10;109.15;
219.68;29.305;747.20;109.16;
219.69;29.305;747.30;109.17;
219.70;29.306;746.70;109.09;
219.70;29.306;746.20;109.01;
219.71;29.307;746.70;109.09;
219.71;29.308;747.30;109.17;
219.71;29.309;747.60;109.22;
219.72;29.309;747.40;109.19;
219.73;29.309;746.20;109.01;
219.73;29.310;746.20;109.01;
219.74;29.311;746.80;109.10;
219.74;29.312;746.50;109.06;
219.74;29.313;747.20;109.16;
219.75;29.313;746.40;109.04;
219.76;29.313;746.00;108.98;
219.76;29.315;746.20;109.01;
219.76;29.315;746.10;109.00;
219.77;29.316;746.70;109.09;
219.77;29.316;746.90;109.12;
219.78;29.317;746.70;109.09;
219.79;29.317;747.00;109.13;
219.79;29.319;747.20;109.16;
219.79;29.319;747.10;109.15;
219.80;29.319;746.80;109.10;
219.80;29.320;746.80;109.10;
219.81;29.321;746.40;109.04;
219.82;29.322;746.80;109.10;
219.82;29.322;747.10;109.15;
219.82;29.323;747.00;109.13;
219.83;29.323;748.20;109.31;
219.84;29.324;748.30;109.32;
219.84;29.325;748.20;109.31;
219.85;29.326;748.30;109.32;
219.85;29.326;747.30;109.17;
219.85;29.327;747.10;109.15;
219.86;29.327;747.40;109.19;
219.87;29.328;747.60;109.22;
219.87;29.329;747.40;109.19;
219.88;29.330;747.00;109.13;
219.88;29.330;747.10;109.15;
219.88;29.331;747.10;109.15;
219.89;29.331;747.50;109.20;
219.90;29.332;748.10;109.29;
219.90;29.333;747.90;109.26;
219.90;29.333;748.20;109.31;
219.91;29.334;748.40;109.34;
219.91;29.335;748.60;109.36;
219.92;29.336;749.60;109.51;
219.93;29.336;749.00;109.42;
219.93;29.337;749.20;109.45;
219.93;29.337;749.90;109.55;
219.94;29.338;749.50;109.50;
219.95;29.339;750.40;109.63;
219.95;29.340;751.10;109.73;
219.96;29.340;750.50;109.64;
219.96;29.341;750.80;109.69;
219.96;29.341;749.80;109.54;
219.97;29.342;749.00;109.42;
219.98;29.343;748.90;109.41;
219.98;29.344;749.00;109.42;
219.99;29.344;749.50;109.50;
219.99;29.345;749.80;109.54;
219.99;29.346;749.90;109.55;
220.00;29.346;750.10;109.58;
220.01;29.347;750.70;109.67;
220.01;29.347;750.60;109.66;
220.01;29.348;750.60;109.66;
220.02;29.349;750.30;109.61;
220.02;29.350;750.60;109.66;
220.03;29.350;751.20;109.74;
220.04;29.351;751.50;109.79;
220.04;29.351;751.20;109.74;
220.04;29.352;751.00;109.72;
220.05;29.353;750.80;109.69;
220.05;29.354;750.70;109.67;
220.06;29.354;751.00;109.72;
220.07;29.355;750.80;109.69;
220.07;29.355;751.00;109.72;
220.07;29.356;751.00;109.72;
220.08;29.357;750.40;109.63;
220.09;29.358;750.60;109.66;
220.09;29.358;750.60;109.66;
220.10;29.359;750.70;109.67;
220.10;29.360;751.40;109.77;
220.10;29.361;750.60;109.66;
220.11;29.361;750.70;109.67;
220.12;29.361;750.30;109.61;
220.12;29.362;749.40;109.48;
220.13;29.363;749.70;109.53;
220.13;29.364;748.80;109.39;
220.13;29.364;747.80;109.25;
220.14;29.365;747.30;109.17;
220.15;29.365;746.80;109.10;
220.15;29.367;746.30;109.03;
220.15;29.367;746.60;109.07;
220.16;29.368;747.10;109.15;
220.16;29.368;746.30;109.03;
220.17;29.369;746.00;108.98;
220.18;29.369;746.10;109.00;
220.18;29.370;746.30;109.03;
220.18;29.371;746.40;109.04;
220.19;29.372;745.90;108.97;
220.20;29.372;745.40;108.90;
220.20;29.373;745.80;108.96;
220.21;29.374;746.20;109.01;
220.21;29.375;746.80;109.10;
220.21;29.375;747.90;109.26;
220.22;29.375;747.30;109.17;
220.23;29.376;747.30;109.17;
220.23;29.377;747.40;109.19;
220.24;29.378;747.00;109.13;
220.24;29.378;746.60;109.07;
220.24;29.379;746.50;109.06;
220.25;29.379;746.40;109.04;
220.26;29.380;746.10;109.00;
220.26;29.381;746.70;109.09;
220.26;29.382;746.50;109.06;
220.27;29.382;746.80;109.10;
220.27;29.383;746.30;109.03;
220.28;29.383;746.20;109.01;
220.29;29.384;746.50;109.06;
220.29;29.385;747.30;109.17;
220.29;29.385;747.70;109.23;
220.30;29.386;747.80;109.25;
220.30;29.387;748.00;109.28;
220.31;29.388;746.60;109.07;
220.32;29.388;746.90;109.12;
220.32;29.389;746.80;109.10;
220.32;29.389;746.80;109.10;
220.33;29.390;748.20;109.31;
220.34;29.391;747.90;109.26;
220.34;29.392;748.30;109.32;
220.35;29.392;748.10;109.29;
220.35;29.393;747.10;109.15;
220.35;29.393;747.90;109.26;
220.36;29.394;747.60;109.22;
220.37;29.395;748.00;109.28;
220.37;29.396;748.70;109.38;
220.38;29.396;748.40;109.34;
220.38;29.397;748.60;109.36;
220.38;29.397;748.50;109.35;
220.39;29.398;748.20;109.31;
220.40;29.399;748.30;109.32;
220.40;29.399;748.40;109.34;
220.40;29.400;748.30;109.32;
220.41;29.401;748.30;109.32;
220.41;29.402;748.60;109.36;
220.42;29.402;748.40;109.34;
220.43;29.403;748.50;109.35;
220.43;29.403;748.90;109.41;
220.43;29.404;748.40;109.34;
220.44;29.405;748.70;109.38;
220.45;29.406;749.30;109.47;
220.45;29.406;748.90;109.41;
220.46;29.406;748.90;109.41;
220.46;29.407;749.00;109.42;
220.46;29.408;747.90;109.26;
220.47;29.409;747.60;109.22;
220.48;29.410;747.70;109.23;
220.48;29.410;747.90;109.26;
220.49;29.410;749.30;109.47;
220.49;29.412;749.40;109.48;
220.49;29.412;749.40;109.48;
220.50;29.413;748.90;109.41;
220.51;29.413;748.00;109.28;
220.51;29.414;748.40;109.34;
220.51;29.415;748.60;109.36;
220.52;29.416;749.20;109.45;
220.52;29.416;749.20;109.45;
220.53;29.417;749.30;109.47;
220.54;29.417;749.60;109.51;
